i_epoch,env_reward,running_reward,training_step,hpwl,cost,epoch_time
415, -58.43, -69.04, 34860,  605551.38,  681809.16, 1.25
416, -64.38, -68.57, 34860,  666839.01,  751849.76, 1.19
417, -63.57, -68.07, 34860,  658313.21,  751059.64, 1.17
418, -76.93, -68.96, 34860,  796310.86,  891120.55, 1.17
419, -74.56, -69.52, 35280,  772008.19,  854907.59, 10.73
420, -61.94, -68.76, 35280,  641620.29,  719637.15, 1.34
421, -61.03, -67.99, 35280,  631975.23,  707486.90, 1.18
422, -61.24, -67.31, 35280,  634397.60,  715982.76, 1.16
423, -68.91, -67.47, 35280,  713382.48,  797448.60, 1.17
424, -62.76, -67.00, 35700,  649440.13,  732071.14, 10.72
425, -69.15, -67.22, 35700,  719124.96,  808604.95, 1.28
426, -70.10, -67.51, 35700,  726276.21,  807293.15, 1.19
427, -61.41, -66.90, 35700,  637251.21,  718405.11, 1.22
428, -64.14, -66.62, 35700,  664704.49,  742319.42, 1.24
429, -79.06, -67.86, 36120,  818534.15,  902220.06, 10.81
430, -66.00, -67.68, 36120,  687517.58,  797599.42, 1.33
431, -81.08, -69.02, 36120,  839626.06,  921874.33, 1.20
432, -61.85, -68.30, 36120,  640653.08,  722037.89, 1.22
433, -62.24, -67.70, 36120,  649192.51,  726474.94, 1.21
434, -65.05, -67.43, 36540,  674461.02,  771060.37, 10.87
435, -73.15, -68.00, 36540,  757327.52,  836405.39, 1.28
436, -66.31, -67.83, 36540,  689388.49,  774719.78, 1.17
437, -59.29, -66.98, 36540,  617483.46,  688530.43, 1.19
438, -75.29, -67.81, 36540,  779566.90,  872727.29, 1.18
439, -69.26, -67.95, 36960,  717609.47,  814710.23, 10.77
440, -66.21, -67.78, 36960,  685450.27,  771770.85, 1.31
441, -74.49, -68.45, 36960,  771325.58,  846020.41, 1.19
442, -69.67, -68.57, 36960,  724753.33,  800481.92, 1.21
443, -96.05, -71.32, 36960,  994239.23,  1077886.55, 1.19
444, -72.86, -71.48, 37380,  754498.90,  826508.45, 10.83
445, -65.56, -70.88, 37380,  679132.34,  763323.62, 1.31
446, -73.79, -71.17, 37380,  764396.55,  847596.19, 1.19
447, -138.61, -77.92, 37380,  1434700.11,  1513963.80, 1.19
448, -64.33, -76.56, 37380,  665936.27,  742307.27, 1.17
449, -63.42, -75.25, 37800,  657064.16,  735170.76, 10.74
450, -62.57, -73.98, 37800,  648131.06,  733041.45, 1.27
451, -73.96, -73.98, 37800,  765864.69,  843918.77, 1.16
452, -71.03, -73.68, 37800,  741232.52,  845368.86, 1.18
453, -61.70, -72.48, 37800,  638671.32,  708969.10, 1.16
454, -68.40, -72.08, 38220,  708453.72,  786077.51, 10.77
455, -71.58, -72.03, 38220,  742007.97,  828347.12, 1.31
456, -62.50, -71.07, 38220,  647177.22,  742636.25, 1.18
457, -66.70, -70.64, 38220,  692212.40,  798620.00, 1.16
458, -66.55, -70.23, 38220,  691825.90,  789214.20, 1.19
459, -60.56, -69.26, 38640,  627112.09,  703234.21, 10.70
460, -62.78, -68.61, 38640,  650173.27,  734468.47, 1.26
461, -59.04, -67.66, 38640,  611872.75,  689792.60, 1.17
462, -64.53, -67.34, 38640,  668288.51,  752246.34, 1.15
463, -62.30, -66.84, 38640,  644901.91,  731944.04, 1.17
464, -66.12, -66.77, 39060,  684930.83,  780235.64, 10.84
465, -62.76, -66.37, 39060,  650072.61,  738238.25, 1.30
466, -64.42, -66.17, 39060,  667080.79,  741847.32, 1.17
467, -78.61, -67.42, 39060,  813971.22,  893800.76, 1.20
468, -63.30, -67.00, 39060,  656280.88,  732318.85, 1.17
469, -79.81, -68.28, 39480,  826463.65,  906687.50, 10.83
470, -62.00, -67.66, 39480,  641845.79,  716139.09, 1.31
471, -64.66, -67.36, 39480,  670406.93,  753683.61, 1.19
472, -135.01, -74.12, 39480,  1397383.86,  1490011.73, 1.20
473, -166.75, -83.38, 39480,  1729275.90,  1817824.05, 1.19
474, -80.65, -83.11, 39900,  834993.83,  948530.80, 11.16
475, -59.25, -80.73, 39900,  616010.60,  704585.31, 1.26
476, -67.30, -79.38, 39900,  696756.54,  781534.46, 1.16
477, -61.68, -77.61, 39900,  643202.59,  730451.79, 1.17
478, -63.67, -76.22, 39900,  658863.14,  744107.64, 1.18
479, -60.30, -74.63, 40320,  624805.72,  706987.08, 10.86
480, -59.37, -73.10, 40320,  617298.77,  699549.96, 1.26
481, -71.90, -72.98, 40320,  749362.17,  836585.26, 1.18
482, -62.25, -71.91, 40320,  644280.33,  724548.62, 1.20
483, -67.27, -71.44, 40320,  696717.62,  773751.36, 1.20
484, -71.46, -71.45, 40740,  740044.29,  823032.27, 10.87
485, -63.43, -70.64, 40740,  657247.57,  750452.18, 1.28
486, -138.30, -77.41, 40740,  1431794.01,  1512441.71, 1.20
487, -66.47, -76.32, 40740,  688640.05,  763519.31, 1.19
488, -73.24, -76.01, 40740,  759273.02,  841883.74, 1.17
489, -61.51, -74.56, 41160,  637004.32,  722850.13, 10.76
490, -61.25, -73.23, 41160,  634509.83,  726579.22, 1.26
491, -60.90, -71.99, 41160,  630834.46,  709058.61, 1.17
492, -62.89, -71.08, 41160,  656425.38,  741307.57, 1.17
493, -63.16, -70.29, 41160,  654043.98,  735242.91, 1.17
494, -62.61, -69.52, 41580,  649414.76,  737054.72, 10.76
495, -88.63, -71.43, 41580,  917955.50,  1004360.11, 1.27
496, -62.92, -70.58, 41580,  655831.60,  746086.37, 1.18
497, -67.63, -70.29, 41580,  700305.53,  771143.29, 1.16
498, -65.08, -69.77, 41580,  674173.38,  745707.53, 1.17
499, -58.89, -68.68, 42000,  612827.36,  690026.54, 10.65
500, -65.78, -68.39, 42000,  683424.57,  778810.78, 1.29
501, -71.90, -68.74, 42000,  744314.12,  825862.62, 1.18
502, -62.73, -68.14, 42000,  649613.30,  732396.52, 1.21
503, -63.29, -67.65, 42000,  655737.11,  736369.43, 1.22
504, -79.16, -68.81, 42420,  819950.79,  902848.50, 10.74
505, -67.48, -68.67, 42420,  704704.68,  787929.80, 1.28
506, -61.65, -67.97, 42420,  638291.98,  715072.44, 1.17
507, -66.00, -67.77, 42420,  683369.01,  777966.97, 1.17
508, -69.51, -67.95, 42420,  719806.40,  802300.85, 1.17
509, -59.30, -67.08, 42840,  614063.94,  692663.99, 10.81
510, -60.06, -66.38, 42840,  622300.25,  702339.46, 1.32
511, -125.11, -72.25, 42840,  1296632.18,  1379899.75, 1.19
512, -59.93, -71.02, 42840,  621074.43,  708717.47, 1.21
513, -59.45, -69.86, 42840,  615890.48,  698963.19, 1.19
514, -68.75, -69.75, 43260,  711978.74,  788341.79, 11.04
515, -62.61, -69.04, 43260,  648741.77,  732719.30, 1.28
516, -63.77, -68.51, 43260,  661392.97,  739568.95, 1.20
517, -73.05, -68.96, 43260,  756296.48,  847062.35, 1.18
518, -66.96, -68.76, 43260,  693279.82,  767845.45, 1.22
519, -125.46, -74.43, 43680,  1298760.93,  1379547.43, 10.85
520, -64.50, -73.44, 43680,  668105.31,  747061.67, 1.32
521, -67.37, -72.83, 43680,  697968.00,  778264.25, 1.19
522, -69.31, -72.48, 43680,  718309.52,  787510.67, 1.23
523, -67.27, -71.96, 43680,  697956.19,  783204.67, 1.20
524, -65.16, -71.28, 44100,  674659.03,  765431.73, 10.76
525, -65.38, -70.69, 44100,  676995.54,  762291.25, 1.29
526, -62.70, -69.89, 44100,  650937.11,  729841.93, 1.17
527, -86.07, -71.51, 44100,  892072.19,  989099.27, 1.17
528, -62.62, -70.62, 44100,  648661.04,  733892.69, 1.18
529, -71.95, -70.75, 44520,  745100.91,  824750.49, 10.68
530, -60.71, -69.75, 44520,  632185.40,  718667.76, 1.31
531, -62.09, -68.98, 44520,  642847.67,  725699.86, 1.17
532, -64.04, -68.49, 44520,  663314.72,  736828.28, 1.19
533, -100.65, -71.71, 44520,  1041740.33,  1126855.35, 1.17
534, -60.80, -70.62, 44940,  629277.74,  730474.76, 11.03
535, -61.99, -69.75, 44940,  642594.90,  723061.93, 1.29
536, -73.02, -70.08, 44940,  760733.96,  861384.73, 1.18
537, -78.09, -70.88, 44940,  809292.58,  889289.72, 1.18
538, -68.40, -70.63, 44940,  708390.07,  796243.66, 1.17
539, -70.55, -70.62, 45360,  730315.39,  816690.14, 10.79
540, -60.56, -69.62, 45360,  627267.06,  707646.50, 1.31
541, -64.74, -69.13, 45360,  670416.07,  744354.89, 1.18
542, -58.35, -68.05, 45360,  604757.36,  683404.99, 1.18
543, -64.02, -67.65, 45360,  668535.54,  747638.87, 1.18
544, -66.03, -67.49, 45780,  683997.08,  763976.22, 10.76
545, -64.80, -67.22, 45780,  671017.29,  776198.58, 1.34
546, -73.56, -67.85, 45780,  761660.98,  885117.42, 1.20
547, -69.95, -68.06, 45780,  724348.05,  806573.37, 1.21
548, -68.41, -68.10, 45780,  708927.03,  791378.50, 1.18
549, -61.02, -67.39, 46200,  637894.71,  727999.46, 10.83
550, -74.12, -68.06, 46200,  767749.79,  844570.26, 1.30
551, -61.44, -67.40, 46200,  637388.00,  724029.12, 1.19
552, -67.97, -67.46, 46200,  703989.40,  809311.62, 1.18
553, -61.37, -66.85, 46200,  635531.63,  717436.05, 1.20
554, -69.07, -67.07, 46620,  715134.12,  800064.75, 10.75
555, -65.51, -66.91, 46620,  678569.28,  760558.22, 1.28
556, -61.22, -66.35, 46620,  634215.74,  714740.35, 1.17
557, -64.08, -66.12, 46620,  663686.25,  747382.45, 1.18
558, -65.68, -66.07, 46620,  680417.04,  754835.74, 1.19
559, -61.07, -65.57, 47040,  632598.16,  704027.49, 10.90
560, -83.66, -67.38, 47040,  875350.63,  974126.21, 1.32
561, -78.19, -68.46, 47040,  811522.00,  888597.70, 1.17
562, -72.68, -68.89, 47040,  753325.41,  848665.05, 1.19
563, -76.82, -69.68, 47040,  796110.69,  889318.61, 1.19
564, -74.10, -70.12, 47460,  767379.16,  870863.34, 10.80
565, -70.42, -70.15, 47460,  731242.21,  835101.08, 1.29
566, -68.17, -69.95, 47460,  705824.58,  781499.33, 1.18
567, -67.59, -69.72, 47460,  700260.75,  789156.92, 1.19
568, -66.01, -69.35, 47460,  684188.04,  756724.00, 1.17
569, -72.75, -69.69, 47880,  753241.27,  845191.10, 10.74
570, -72.21, -69.94, 47880,  748663.21,  868661.51, 1.32
571, -63.91, -69.34, 47880,  662352.87,  743633.69, 1.18
572, -66.45, -69.05, 47880,  688783.62,  769403.33, 1.16
573, -86.70, -70.81, 47880,  897582.74,  1001469.92, 1.19
574, -59.80, -69.71, 48300,  620178.42,  711903.52, 10.74
575, -93.82, -72.12, 48300,  971223.44,  1058687.41, 1.30
576, -74.77, -72.39, 48300,  774077.74,  853179.37, 1.23
577, -62.02, -71.35, 48300,  642211.12,  717352.48, 1.25
578, -58.63, -70.08, 48300,  610872.16,  693658.07, 1.22
579, -64.98, -69.57, 48720,  677652.99,  785464.19, 11.35
580, -67.06, -69.32, 48720,  695001.22,  782828.12, 1.30
581, -68.15, -69.20, 48720,  707012.09,  794209.11, 1.18
582, -65.54, -68.84, 48720,  678548.92,  764711.23, 1.18
583, -98.97, -71.85, 48720,  1029625.93,  1106852.92, 1.20
584, -59.86, -70.65, 49140,  620164.26,  690078.32, 10.75
585, -62.89, -69.87, 49140,  651024.79,  731534.77, 1.31
586, -72.57, -70.14, 49140,  751387.22,  826699.08, 1.21
587, -75.29, -70.66, 49140,  781414.38,  867980.57, 1.17
588, -60.66, -69.66, 49140,  628272.33,  709394.15, 1.20
589, -68.98, -69.59, 49560,  714353.40,  791290.65, 10.83
590, -102.63, -72.89, 49560,  1062340.29,  1141288.78, 1.32
591, -77.08, -73.31, 49560,  800432.16,  896232.03, 1.20
592, -123.82, -78.36, 49560,  1281781.60,  1357331.28, 1.16
593, -88.66, -79.39, 49560,  921999.26,  1035739.42, 1.20
594, -59.83, -77.44, 49980,  619282.22,  702221.00, 10.98
595, -69.93, -76.69, 49980,  723835.43,  817521.54, 1.31
596, -63.00, -75.32, 49980,  655102.15,  731201.14, 1.16
597, -59.92, -73.78, 49980,  621273.38,  699994.41, 1.19
598, -59.99, -72.40, 49980,  621449.92,  702124.58, 1.23
599, -79.55, -73.11, 50400,  823588.21,  908208.71, 11.01
600, -64.60, -72.26, 50400,  669078.96,  754811.26, 1.31
601, -82.71, -73.31, 50400,  856863.17,  949889.45, 1.19
602, -88.94, -74.87, 50400,  920838.59,  997222.23, 1.19
603, -65.03, -73.89, 50400,  673449.60,  749476.27, 1.17
604, -68.58, -73.36, 50820,  715420.92,  818848.35, 10.80
605, -61.13, -72.13, 50820,  638065.57,  734937.58, 1.27
606, -60.81, -71.00, 50820,  635502.40,  725433.42, 1.16
607, -64.04, -70.30, 50820,  666115.31,  767252.00, 1.18
608, -66.96, -69.97, 50820,  700900.74,  779494.29, 1.20
609, -64.88, -69.46, 51240,  671775.36,  759429.27, 10.68
610, -67.59, -69.27, 51240,  699781.43,  779350.81, 1.26
611, -62.13, -68.56, 51240,  643490.31,  723282.87, 1.22
612, -69.86, -68.69, 51240,  723590.72,  801206.56, 1.19
613, -62.54, -68.07, 51240,  649913.61,  751468.78, 1.16
614, -69.17, -68.18, 51660,  716287.20,  793358.91, 10.79
615, -68.28, -68.19, 51660,  707712.14,  782012.33, 1.29
616, -62.90, -67.66, 51660,  651009.33,  742946.84, 1.17
617, -59.06, -66.80, 51660,  612808.16,  704984.05, 1.17
618, -73.57, -67.48, 51660,  761343.06,  848538.48, 1.18
619, -63.78, -67.11, 52080,  660865.71,  740042.12, 10.77
620, -59.64, -66.36, 52080,  617912.20,  692681.94, 1.32
621, -70.99, -66.83, 52080,  735259.51,  824093.01, 1.18
622, -65.58, -66.70, 52080,  679153.38,  759546.24, 1.16
623, -71.51, -67.18, 52080,  740691.13,  823212.13, 1.18
624, -62.67, -66.73, 52500,  649224.67,  746490.77, 10.79
625, -66.17, -66.68, 52500,  685120.99,  771572.19, 1.30
626, -63.30, -66.34, 52500,  655477.62,  727920.41, 1.20
627, -64.07, -66.11, 52500,  669813.31,  767658.07, 1.17
628, -85.15, -68.02, 52500,  881391.94,  969468.08, 1.18
629, -65.15, -67.73, 52920,  674922.25,  763012.17, 10.72
630, -62.37, -67.19, 52920,  646196.50,  727597.99, 1.30
631, -61.93, -66.67, 52920,  641246.02,  726294.84, 1.19
632, -73.85, -67.39, 52920,  764872.84,  845689.81, 1.18
633, -64.51, -67.10, 52920,  668232.55,  739689.02, 1.19
634, -64.51, -66.84, 53340,  673394.81,  754776.66, 10.95
635, -63.48, -66.50, 53340,  662612.22,  741608.67, 1.30
636, -64.48, -66.30, 53340,  668033.62,  752762.40, 1.17
637, -60.45, -65.72, 53340,  626061.83,  705813.52, 1.17
638, -63.79, -65.52, 53340,  660797.96,  763276.83, 1.21
639, -61.68, -65.14, 53760,  641789.26,  721215.49, 10.65
640, -63.89, -65.01, 53760,  661553.23,  743392.22, 1.33
641, -71.04, -65.62, 53760,  735742.01,  823007.76, 1.17
642, -128.69, -71.92, 53760,  1335029.17,  1434844.07, 1.19
643, -65.78, -71.31, 53760,  681334.46,  764829.92, 1.17
644, -78.01, -71.98, 54180,  807954.53,  900129.05, 10.69
645, -65.35, -71.32, 54180,  676841.37,  760929.25, 1.25
646, -70.34, -71.22, 54180,  728362.50,  815339.21, 1.17
647, -71.16, -71.21, 54180,  737352.55,  813151.46, 1.17
648, -60.28, -70.12, 54180,  624894.87,  699313.62, 1.17
649, -60.51, -69.16, 54600,  627961.12,  698244.00, 10.66
650, -64.03, -68.65, 54600,  662928.20,  750281.31, 1.27
651, -64.26, -68.21, 54600,  665675.36,  762269.97, 1.20
652, -79.08, -69.29, 54600,  819110.93,  898672.36, 1.23
653, -64.37, -68.80, 54600,  671949.26,  756087.22, 1.25
654, -83.13, -70.23, 55020,  861182.25,  942522.30, 10.85
655, -68.68, -70.08, 55020,  711116.95,  783796.55, 1.30
656, -74.88, -70.56, 55020,  775382.87,  857072.90, 1.23
657, -61.02, -69.60, 55020,  632524.01,  708161.41, 1.21
658, -63.94, -69.04, 55020,  664243.51,  747612.42, 1.19
659, -60.67, -68.20, 55440,  628392.32,  699578.79, 10.80
660, -62.78, -67.66, 55440,  650934.10,  738791.99, 1.29
661, -66.85, -67.58, 55440,  692087.43,  777181.00, 1.19
662, -67.93, -67.61, 55440,  703444.44,  786630.53, 1.19
663, -73.09, -68.16, 55440,  757628.30,  859155.13, 1.18
664, -67.03, -68.05, 55860,  694296.53,  804549.62, 10.78
665, -67.33, -67.98, 55860,  697365.68,  774365.33, 1.27
666, -62.05, -67.38, 55860,  643303.98,  725718.48, 1.23
667, -60.33, -66.68, 55860,  625069.88,  729454.13, 1.23
668, -117.76, -71.79, 55860,  1218900.30,  1302014.88, 1.17
669, -66.01, -71.21, 56280,  683669.90,  781108.85, 10.75
670, -71.36, -71.22, 56280,  739013.63,  815312.30, 1.33
671, -66.71, -70.77, 56280,  690836.44,  777043.94, 1.21
672, -66.06, -70.30, 56280,  684221.58,  762757.77, 1.18
673, -65.24, -69.80, 56280,  675589.59,  751068.19, 1.20
674, -86.81, -71.50, 56700,  898827.74,  1006981.02, 10.87
675, -68.35, -71.18, 56700,  709453.82,  790681.50, 1.34
676, -76.30, -71.69, 56700,  790165.64,  869613.44, 1.20
677, -131.69, -77.69, 56700,  1366345.22,  1444742.03, 1.20
678, -71.60, -77.08, 56700,  742486.25,  836483.61, 1.17
679, -64.51, -75.83, 57120,  668172.33,  768578.58, 10.66
680, -61.18, -74.36, 57120,  636660.31,  713913.88, 1.27
681, -74.24, -74.35, 57120,  768474.53,  855443.10, 1.20
682, -62.83, -73.20, 57120,  650477.08,  723232.65, 1.22
683, -65.82, -72.46, 57120,  681840.83,  788932.64, 1.20
684, -139.17, -79.13, 57540,  1440629.78,  1512999.16, 10.86
685, -67.64, -77.98, 57540,  700819.44,  785009.08, 1.32
686, -59.37, -76.12, 57540,  614766.77,  688678.06, 1.21
687, -75.26, -76.04, 57540,  779156.65,  856830.11, 1.20
688, -69.54, -75.39, 57540,  720081.99,  800984.02, 1.18
689, -66.74, -74.52, 57960,  691205.92,  776553.75, 10.72
690, -73.70, -74.44, 57960,  763291.84,  845316.36, 1.27
691, -59.40, -72.94, 57960,  614909.81,  694767.14, 1.18
692, -70.55, -72.70, 57960,  730769.27,  826020.32, 1.18
693, -61.53, -71.58, 57960,  642427.00,  734008.03, 1.17
694, -65.54, -70.98, 58380,  678960.17,  760748.04, 10.71
695, -59.58, -69.84, 58380,  617708.84,  695836.67, 1.28
696, -69.08, -69.76, 58380,  715858.49,  814182.05, 1.18
697, -67.45, -69.53, 58380,  698412.20,  781746.96, 1.18
698, -60.93, -68.67, 58380,  631141.16,  706463.48, 1.15
699, -75.36, -69.34, 58800,  780322.75,  880263.48, 10.72
700, -66.43, -69.05, 58800,  688065.17,  772957.87, 1.31
701, -78.46, -69.99, 58800,  812299.08,  902762.54, 1.18
702, -76.66, -70.66, 58800,  797474.14,  889492.48, 1.17
703, -97.37, -73.33, 58800,  1008401.91,  1109832.94, 1.17
704, -60.69, -72.06, 59220,  628671.47,  718685.93, 10.76
705, -74.59, -72.32, 59220,  772158.26,  851749.22, 1.27
706, -64.64, -71.55, 59220,  669530.66,  748469.88, 1.19
707, -67.04, -71.10, 59220,  694394.21,  771314.02, 1.17
708, -62.94, -70.28, 59220,  651952.34,  732219.36, 1.17
709, -78.03, -71.06, 59640,  807802.22,  885872.19, 10.92
710, -62.95, -70.25, 59640,  654063.03,  732006.78, 1.31
711, -63.49, -69.57, 59640,  657559.93,  750774.81, 1.17
712, -65.53, -69.17, 59640,  678692.82,  758731.00, 1.18
713, -60.19, -68.27, 59640,  629039.73,  707089.22, 1.17
714, -80.25, -69.47, 60060,  830966.05,  910965.42, 10.69
715, -86.85, -71.21, 60060,  899385.56,  983250.15, 1.28
716, -72.69, -71.35, 60060,  753047.77,  863366.51, 1.17
717, -62.87, -70.51, 60060,  651302.99,  726903.02, 1.19
718, -76.79, -71.13, 60060,  798991.01,  882876.72, 1.16
719, -59.07, -69.93, 60480,  611954.65,  690046.28, 10.71
720, -59.12, -68.85, 60480,  612326.22,  691589.32, 1.24
721, -66.56, -68.62, 60480,  689979.47,  767561.34, 1.16
722, -58.21, -67.58, 60480,  607790.20,  679527.46, 1.16
723, -62.32, -67.05, 60480,  646007.98,  727931.91, 1.17
724, -72.19, -67.57, 60900,  748454.85,  838332.67, 10.66
725, -65.66, -67.37, 60900,  684939.41,  796145.67, 1.28
726, -68.70, -67.51, 60900,  711698.59,  794646.36, 1.18
727, -72.27, -67.98, 60900,  754222.64,  846247.70, 1.17
728, -81.28, -69.31, 60900,  841573.26,  932174.31, 1.19
729, -64.48, -68.83, 61320,  668382.07,  763414.08, 10.81
730, -70.14, -68.96, 61320,  727698.78,  821811.41, 1.32
731, -66.51, -68.72, 61320,  688658.05,  776431.90, 1.20
732, -76.03, -69.45, 61320,  792709.58,  909314.62, 1.17
733, -61.66, -68.67, 61320,  644418.52,  733947.36, 1.17
734, -63.54, -68.16, 61740,  658153.44,  744429.60, 10.70
735, -75.05, -68.85, 61740,  777454.52,  894411.28, 1.28
736, -66.24, -68.59, 61740,  685916.36,  757473.36, 1.18
737, -66.16, -68.34, 61740,  685423.81,  757154.81, 1.20
738, -68.03, -68.31, 61740,  704683.34,  794933.07, 1.18
739, -60.96, -67.58, 62160,  632914.02,  721354.56, 10.85
740, -57.74, -66.59, 62160,  603034.39,  717031.04, 1.31
741, -64.70, -66.40, 62160,  670606.14,  758553.19, 1.16
742, -68.16, -66.58, 62160,  706414.30,  792565.31, 1.17
743, -61.28, -66.05, 62160,  634598.62,  723120.37, 1.16
744, -64.53, -65.90, 62580,  668756.54,  772922.36, 10.76
745, -62.52, -65.56, 62580,  649297.68,  726500.15, 1.27
746, -60.85, -65.09, 62580,  630407.22,  732908.52, 1.17
747, -66.48, -65.23, 62580,  688794.06,  768087.09, 1.21
748, -60.02, -64.71, 62580,  621825.20,  703504.58, 1.22
749, -77.72, -66.01, 63000,  804901.39,  885222.05, 10.79
750, -73.21, -66.73, 63000,  758206.10,  834990.84, 1.26
751, -82.45, -68.30, 63000,  853604.36,  934146.49, 1.19
752, -62.95, -67.77, 63000,  652110.30,  738293.79, 1.18
753, -62.72, -67.26, 63000,  649548.96,  732374.62, 1.14
754, -63.21, -66.86, 63420,  654938.04,  740578.92, 10.81
755, -61.97, -66.37, 63420,  641792.29,  723272.14, 1.27
756, -61.37, -65.87, 63420,  635632.41,  721629.12, 1.17
757, -62.90, -65.57, 63420,  651445.13,  735397.28, 1.18
758, -98.48, -68.86, 63420,  1019573.75,  1106488.69, 1.18
759, -62.67, -68.24, 63840,  649845.04,  727448.81, 10.67
760, -73.67, -68.79, 63840,  763199.96,  840418.02, 1.27
761, -66.65, -68.57, 63840,  690877.13,  781363.47, 1.17
762, -62.21, -67.94, 63840,  644544.21,  721267.08, 1.18
763, -67.49, -67.89, 63840,  698968.48,  794568.54, 1.18
764, -142.15, -75.32, 64260,  1471036.41,  1558017.31, 10.70
765, -71.22, -74.91, 64260,  737447.21,  818270.61, 1.34
766, -65.47, -73.96, 64260,  677468.69,  756454.87, 1.22
767, -68.33, -73.40, 64260,  713003.79,  817965.55, 1.20
768, -62.44, -72.30, 64260,  648043.75,  734717.40, 1.20
769, -102.89, -75.36, 64680,  1065091.00,  1169638.87, 10.81
770, -64.10, -74.24, 64680,  663963.92,  751156.29, 1.31
771, -63.91, -73.20, 64680,  661892.60,  739348.95, 1.22
772, -75.08, -73.39, 64680,  777535.31,  868579.33, 1.19
773, -59.11, -71.96, 64680,  613894.67,  702372.93, 1.21
774, -67.37, -71.50, 65100,  697879.50,  774339.68, 10.91
775, -65.94, -70.95, 65100,  682870.09,  776447.44, 1.27
776, -58.16, -69.67, 65100,  605059.63,  694351.29, 1.19
777, -59.67, -68.67, 65100,  617969.86,  695930.42, 1.19
778, -65.84, -68.39, 65100,  682369.29,  764795.25, 1.24
779, -63.37, -67.88, 65520,  661488.82,  747868.80, 10.72
780, -79.66, -69.06, 65520,  824785.11,  915886.71, 1.28
781, -72.18, -69.37, 65520,  747739.34,  828311.17, 1.19
782, -62.07, -68.64, 65520,  644039.43,  724802.48, 1.18
783, -61.66, -67.94, 65520,  639021.98,  717719.89, 1.19
784, -60.41, -67.19, 65940,  629519.70,  719372.97, 10.80
785, -65.36, -67.01, 65940,  676918.85,  758312.91, 1.33
786, -77.69, -68.08, 65940,  804495.79,  924639.50, 1.19
787, -74.30, -68.70, 65940,  769253.71,  867254.13, 1.21
788, -67.31, -68.56, 65940,  704308.67,  810852.10, 1.19
789, -59.49, -67.65, 66360,  620979.82,  699345.05, 10.93
790, -74.74, -68.36, 66360,  773944.37,  846858.63, 1.26
791, -78.99, -69.42, 66360,  818008.62,  946997.13, 1.23
792, -59.31, -68.41, 66360,  616806.48,  703242.78, 1.18
793, -71.90, -68.76, 66360,  763853.70,  853489.40, 1.18
794, -62.95, -68.18, 66780,  651727.86,  726791.17, 10.73
795, -72.26, -68.59, 66780,  748342.76,  843609.36, 1.26
796, -80.50, -69.78, 66780,  833588.93,  974251.21, 1.16
797, -65.10, -69.31, 66780,  673932.33,  761758.04, 1.16
798, -65.47, -68.93, 66780,  677931.47,  752918.94, 1.17
799, -72.95, -69.33, 67200,  755466.13,  835588.52, 10.69
800, -66.76, -69.07, 67200,  691439.66,  770635.99, 1.27
801, -67.78, -68.94, 67200,  701978.99,  787405.37, 1.16
802, -69.71, -69.02, 67200,  721885.06,  806249.13, 1.16
803, -61.28, -68.25, 67200,  639720.94,  731462.21, 1.16
804, -63.17, -67.74, 67620,  654213.24,  736441.66, 10.86
805, -65.36, -67.50, 67620,  677888.48,  781052.11, 1.29
806, -60.49, -66.80, 67620,  632438.93,  716000.70, 1.18
807, -74.56, -67.58, 67620,  772704.10,  861462.45, 1.19
808, -84.82, -69.30, 67620,  878051.48,  977504.81, 1.16
809, -69.22, -69.29, 68040,  716974.46,  814599.01, 10.82
810, -75.04, -69.87, 68040,  777226.79,  852840.90, 1.28
811, -86.46, -71.53, 68040,  895298.28,  1003608.29, 1.20
812, -78.13, -72.19, 68040,  815857.14,  905734.62, 1.18
813, -70.91, -72.06, 68040,  734288.00,  820539.23, 1.19
814, -64.22, -71.28, 68460,  664859.33,  751478.47, 10.68
815, -68.89, -71.04, 68460,  713233.26,  796589.35, 1.30
816, -59.38, -69.87, 68460,  623900.68,  707957.99, 1.21
817, -72.61, -70.14, 68460,  752024.08,  834620.19, 1.19
818, -79.42, -71.07, 68460,  823247.58,  973796.48, 1.19
819, -68.34, -70.80, 68880,  707567.81,  792022.90, 10.90
820, -68.94, -70.61, 68880,  720463.73,  811410.61, 1.27
821, -78.47, -71.40, 68880,  812656.19,  913776.71, 1.19
822, -71.48, -71.41, 68880,  740673.64,  822778.09, 1.21
823, -64.89, -70.76, 68880,  674405.53,  764872.10, 1.19
824, -66.15, -70.29, 69300,  684996.71,  762618.48, 10.93
825, -61.44, -69.41, 69300,  636326.52,  716467.65, 1.29
826, -65.97, -69.07, 69300,  684670.22,  765673.67, 1.18
827, -68.02, -68.96, 69300,  704748.41,  796033.92, 1.16
828, -74.52, -69.52, 69300,  773349.46,  904283.57, 1.17
829, -70.77, -69.64, 69720,  733193.27,  832134.98, 10.65
830, -65.13, -69.19, 69720,  674528.53,  764678.01, 1.25
831, -64.55, -68.73, 69720,  669894.35,  765442.84, 1.18
832, -60.16, -67.87, 69720,  631299.43,  725517.76, 1.17
833, -79.59, -69.04, 69720,  829075.97,  923157.17, 1.22
834, -73.21, -69.46, 70140,  758212.36,  853544.15, 10.94
835, -71.04, -69.62, 70140,  735501.87,  852868.27, 1.28
